Frequency (Hz),Cap+Bypass Magnitude (dB),Bypass Only Magnitude (dB),GndWOffset Magnitude (dB)
694181.6432960118,19.34661059412421,6.792743426641817,20.22615896109752
737896.9538086336,19.27755493160951,6.792730686541761,20.21320994480046
784365.1869772644,19.22827842653705,6.773337666143071,20.17537694980834
833759.7050189634,19.16184315487532,6.729513291691579,20.13396692957285
886264.7874419998,19.13359800535368,6.642252924860189,20.06960497121664
942076.3185500163,19.07277639502974,6.601934417687529,20.01666530080346
1001402.51824101,18.98717980749783,6.482830100441877,19.96943854131604
1064464.718827551,18.91087495608273,6.419896608042988,19.89263927606417
1131498.190776381,18.80041845189196,6.349712634672944,19.81461089622613
1202753.020448054,18.71144524968128,6.292005024679752,19.71316262587293
1278495.04311122,18.61465994774723,6.197321777156754,19.62426730870702
1359006.834712459,18.48565580076288,5.98168618258057,19.52239119187112
1444588.766101701,18.36692789843238,5.868150559749542,19.3840721642521
1535560.123646302,18.20468801343279,5.801871663387002,19.28123875569451
1632260.300414551,18.06056416666161,5.63556604938843,19.12918508250014
1735050.062372605,17.9098935344413,5.492595891980604,18.98608325706584
1844312.894318764,17.70787656259328,5.322547041750454,18.81382019044417
1960456.43057646,17.49732932462635,5.036247561981499,18.61933030583088
2083913.9757835,17.25895004909788,4.896197699287395,18.40889264373381
2215146.121451348,17.01771134240865,4.615932318102008,18.15888274785706
2354642.464325374,16.77050920647217,4.363292247440983,17.95812252875898
2502923.432956944,16.44422311945808,4.048752722052619,17.68526932276235
2660542.229301827,16.20335803249592,3.856294900595603,17.40839889356408
2828086.892588574,15.85029479081732,3.495666694420853,17.12199573724351
3006182.493156719,15.48967442112722,3.106045086556155,16.77840981295774
3195493.464449452,15.09016336417299,2.771713297038453,16.45278749085859
3396726.081860933,14.71375512194851,2.295651145990593,16.08318451762389
3610631.097686241,14.2800192008124,1.954090161076653,15.65931675034668
3838006.542004318,13.86368248182299,1.539457789817609,15.23462958620259
4079700.699943388,13.39320098385718,1.088784180136302,14.81294712541233
4336615.276436354,12.9116521166907,0.5634412579223678,14.33763238484536
4609708.760273051,12.36289149629216,0.06997062411770787,13.83552312490601
4900000,11.83620644900254,-0.4492406515554232,13.27598689713956
